filename,filepath,label,height,width,format,mode
face00031,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00031.jpg,face,19,19,JPEG,RGB
face00032,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00032.jpg,face,19,19,JPEG,RGB
face00033,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00033.jpg,face,19,19,JPEG,RGB
face00034,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00034.jpg,face,19,19,JPEG,RGB
face00035,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00035.jpg,face,19,19,JPEG,RGB
face00036,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00036.jpg,face,19,19,JPEG,RGB
face00037,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00037.jpg,face,19,19,JPEG,RGB
face00038,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00038.jpg,face,19,19,JPEG,RGB
face00039,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00039.jpg,face,19,19,JPEG,RGB
face00040,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00040.jpg,face,19,19,JPEG,RGB
face00041,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00041.jpg,face,19,19,JPEG,RGB
face00042,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00042.jpg,face,19,19,JPEG,RGB
face00043,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00043.jpg,face,19,19,JPEG,RGB
face00044,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00044.jpg,face,19,19,JPEG,RGB
face00045,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00045.jpg,face,19,19,JPEG,RGB
face00046,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00046.jpg,face,19,19,JPEG,RGB
face00047,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00047.jpg,face,19,19,JPEG,RGB
face00048,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00048.jpg,face,19,19,JPEG,RGB
face00049,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00049.jpg,face,19,19,JPEG,RGB
face00050,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00050.jpg,face,19,19,JPEG,RGB
face00051,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00051.jpg,face,19,19,JPEG,RGB
face00052,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00052.jpg,face,19,19,JPEG,RGB
face00053,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00053.jpg,face,19,19,JPEG,RGB
face00054,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00054.jpg,face,19,19,JPEG,RGB
face00055,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00055.jpg,face,19,19,JPEG,RGB
face00056,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00056.jpg,face,19,19,JPEG,RGB
face00057,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00057.jpg,face,19,19,JPEG,RGB
face00058,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00058.jpg,face,19,19,JPEG,RGB
face00059,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00059.jpg,face,19,19,JPEG,RGB
face00060,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00060.jpg,face,19,19,JPEG,RGB
face00061,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00061.jpg,face,19,19,JPEG,RGB
face00062,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00062.jpg,face,19,19,JPEG,RGB
face00063,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00063.jpg,face,19,19,JPEG,RGB
face00064,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00064.jpg,face,19,19,JPEG,RGB
face00065,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00065.jpg,face,19,19,JPEG,RGB
face00066,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00066.jpg,face,19,19,JPEG,RGB
face00067,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00067.jpg,face,19,19,JPEG,RGB
face00068,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00068.jpg,face,19,19,JPEG,RGB
face00069,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00069.jpg,face,19,19,JPEG,RGB
face00070,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00070.jpg,face,19,19,JPEG,RGB
face00071,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00071.jpg,face,19,19,JPEG,RGB
face00072,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00072.jpg,face,19,19,JPEG,RGB
face00073,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00073.jpg,face,19,19,JPEG,RGB
face00074,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00074.jpg,face,19,19,JPEG,RGB
face00075,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00075.jpg,face,19,19,JPEG,RGB
face00076,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00076.jpg,face,19,19,JPEG,RGB
face00077,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00077.jpg,face,19,19,JPEG,RGB
face00078,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00078.jpg,face,19,19,JPEG,RGB
face00079,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00079.jpg,face,19,19,JPEG,RGB
face00080,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00080.jpg,face,19,19,JPEG,RGB
face00081,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00081.jpg,face,19,19,JPEG,RGB
face00082,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00082.jpg,face,19,19,JPEG,RGB
face00083,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00083.jpg,face,19,19,JPEG,RGB
face00084,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00084.jpg,face,19,19,JPEG,RGB
face00085,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00085.jpg,face,19,19,JPEG,RGB
face00086,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00086.jpg,face,19,19,JPEG,RGB
face00087,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00087.jpg,face,19,19,JPEG,RGB
face00088,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00088.jpg,face,19,19,JPEG,RGB
face00089,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00089.jpg,face,19,19,JPEG,RGB
face00090,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00090.jpg,face,19,19,JPEG,RGB
face00091,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00091.jpg,face,19,19,JPEG,RGB
face00092,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00092.jpg,face,19,19,JPEG,RGB
face00093,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00093.jpg,face,19,19,JPEG,RGB
face00094,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00094.jpg,face,19,19,JPEG,RGB
face00095,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00095.jpg,face,19,19,JPEG,RGB
face00096,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00096.jpg,face,19,19,JPEG,RGB
face00097,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00097.jpg,face,19,19,JPEG,RGB
face00098,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00098.jpg,face,19,19,JPEG,RGB
face00099,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00099.jpg,face,19,19,JPEG,RGB
face00100,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00100.jpg,face,19,19,JPEG,RGB
face00101,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00101.jpg,face,19,19,JPEG,RGB
face00102,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00102.jpg,face,19,19,JPEG,RGB
face00103,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00103.jpg,face,19,19,JPEG,RGB
face00104,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00104.jpg,face,19,19,JPEG,RGB
face00105,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00105.jpg,face,19,19,JPEG,RGB
face00106,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00106.jpg,face,19,19,JPEG,RGB
face00107,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00107.jpg,face,19,19,JPEG,RGB
face00108,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00108.jpg,face,19,19,JPEG,RGB
face00109,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00109.jpg,face,19,19,JPEG,RGB
face00110,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00110.jpg,face,19,19,JPEG,RGB
face00111,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00111.jpg,face,19,19,JPEG,RGB
face00112,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00112.jpg,face,19,19,JPEG,RGB
face00113,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00113.jpg,face,19,19,JPEG,RGB
face00114,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00114.jpg,face,19,19,JPEG,RGB
face00115,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00115.jpg,face,19,19,JPEG,RGB
face00116,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00116.jpg,face,19,19,JPEG,RGB
face00117,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00117.jpg,face,19,19,JPEG,RGB
face00118,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00118.jpg,face,19,19,JPEG,RGB
face00119,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00119.jpg,face,19,19,JPEG,RGB
face00120,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00120.jpg,face,19,19,JPEG,RGB
face00121,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00121.jpg,face,19,19,JPEG,RGB
face00122,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00122.jpg,face,19,19,JPEG,RGB
face00123,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00123.jpg,face,19,19,JPEG,RGB
face00124,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00124.jpg,face,19,19,JPEG,RGB
face00125,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00125.jpg,face,19,19,JPEG,RGB
face00126,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00126.jpg,face,19,19,JPEG,RGB
face00127,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00127.jpg,face,19,19,JPEG,RGB
face00128,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00128.jpg,face,19,19,JPEG,RGB
face00129,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00129.jpg,face,19,19,JPEG,RGB
face00130,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00130.jpg,face,19,19,JPEG,RGB
face00131,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00131.jpg,face,19,19,JPEG,RGB
face00132,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00132.jpg,face,19,19,JPEG,RGB
face00133,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00133.jpg,face,19,19,JPEG,RGB
face00134,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00134.jpg,face,19,19,JPEG,RGB
face00135,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00135.jpg,face,19,19,JPEG,RGB
face00136,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00136.jpg,face,19,19,JPEG,RGB
face00137,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00137.jpg,face,19,19,JPEG,RGB
face00138,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00138.jpg,face,19,19,JPEG,RGB
face00139,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00139.jpg,face,19,19,JPEG,RGB
face00140,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00140.jpg,face,19,19,JPEG,RGB
face00141,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00141.jpg,face,19,19,JPEG,RGB
face00142,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00142.jpg,face,19,19,JPEG,RGB
face00143,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00143.jpg,face,19,19,JPEG,RGB
face00144,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00144.jpg,face,19,19,JPEG,RGB
face00145,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00145.jpg,face,19,19,JPEG,RGB
face00146,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00146.jpg,face,19,19,JPEG,RGB
face00147,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00147.jpg,face,19,19,JPEG,RGB
face00148,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00148.jpg,face,19,19,JPEG,RGB
face00149,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00149.jpg,face,19,19,JPEG,RGB
face00150,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00150.jpg,face,19,19,JPEG,RGB
face00151,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00151.jpg,face,19,19,JPEG,RGB
face00152,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00152.jpg,face,19,19,JPEG,RGB
face00153,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00153.jpg,face,19,19,JPEG,RGB
face00154,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00154.jpg,face,19,19,JPEG,RGB
face00155,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00155.jpg,face,19,19,JPEG,RGB
face00156,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00156.jpg,face,19,19,JPEG,RGB
face00157,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00157.jpg,face,19,19,JPEG,RGB
face00158,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00158.jpg,face,19,19,JPEG,RGB
face00159,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00159.jpg,face,19,19,JPEG,RGB
face00160,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00160.jpg,face,19,19,JPEG,RGB
face00161,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00161.jpg,face,19,19,JPEG,RGB
face00162,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00162.jpg,face,19,19,JPEG,RGB
face00163,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00163.jpg,face,19,19,JPEG,RGB
face00164,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00164.jpg,face,19,19,JPEG,RGB
face00165,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00165.jpg,face,19,19,JPEG,RGB
face00166,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00166.jpg,face,19,19,JPEG,RGB
face00167,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00167.jpg,face,19,19,JPEG,RGB
face00168,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00168.jpg,face,19,19,JPEG,RGB
face00169,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00169.jpg,face,19,19,JPEG,RGB
face00170,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00170.jpg,face,19,19,JPEG,RGB
face00171,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00171.jpg,face,19,19,JPEG,RGB
face00172,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00172.jpg,face,19,19,JPEG,RGB
face00173,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00173.jpg,face,19,19,JPEG,RGB
face00174,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00174.jpg,face,19,19,JPEG,RGB
face00175,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00175.jpg,face,19,19,JPEG,RGB
face00176,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00176.jpg,face,19,19,JPEG,RGB
face00177,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00177.jpg,face,19,19,JPEG,RGB
face00178,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00178.jpg,face,19,19,JPEG,RGB
face00179,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00179.jpg,face,19,19,JPEG,RGB
face00180,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00180.jpg,face,19,19,JPEG,RGB
face00181,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00181.jpg,face,19,19,JPEG,RGB
face00182,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00182.jpg,face,19,19,JPEG,RGB
face00183,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00183.jpg,face,19,19,JPEG,RGB
face00184,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00184.jpg,face,19,19,JPEG,RGB
face00185,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00185.jpg,face,19,19,JPEG,RGB
face00186,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00186.jpg,face,19,19,JPEG,RGB
face00187,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00187.jpg,face,19,19,JPEG,RGB
face00188,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00188.jpg,face,19,19,JPEG,RGB
face00189,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00189.jpg,face,19,19,JPEG,RGB
face00190,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00190.jpg,face,19,19,JPEG,RGB
face00191,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00191.jpg,face,19,19,JPEG,RGB
face00192,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00192.jpg,face,19,19,JPEG,RGB
face00193,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00193.jpg,face,19,19,JPEG,RGB
face00194,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00194.jpg,face,19,19,JPEG,RGB
face00195,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00195.jpg,face,19,19,JPEG,RGB
face00196,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00196.jpg,face,19,19,JPEG,RGB
face00197,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00197.jpg,face,19,19,JPEG,RGB
face00198,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00198.jpg,face,19,19,JPEG,RGB
face00199,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00199.jpg,face,19,19,JPEG,RGB
face00200,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00200.jpg,face,19,19,JPEG,RGB
face00201,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00201.jpg,face,19,19,JPEG,RGB
face00202,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00202.jpg,face,19,19,JPEG,RGB
face00203,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00203.jpg,face,19,19,JPEG,RGB
face00204,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00204.jpg,face,19,19,JPEG,RGB
face00205,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00205.jpg,face,19,19,JPEG,RGB
face00206,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00206.jpg,face,19,19,JPEG,RGB
face00207,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00207.jpg,face,19,19,JPEG,RGB
face00208,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00208.jpg,face,19,19,JPEG,RGB
face00209,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00209.jpg,face,19,19,JPEG,RGB
face00210,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00210.jpg,face,19,19,JPEG,RGB
face00211,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00211.jpg,face,19,19,JPEG,RGB
face00212,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00212.jpg,face,19,19,JPEG,RGB
face00213,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00213.jpg,face,19,19,JPEG,RGB
face00214,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00214.jpg,face,19,19,JPEG,RGB
face00215,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00215.jpg,face,19,19,JPEG,RGB
face00216,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00216.jpg,face,19,19,JPEG,RGB
face00217,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00217.jpg,face,19,19,JPEG,RGB
face00218,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00218.jpg,face,19,19,JPEG,RGB
face00219,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00219.jpg,face,19,19,JPEG,RGB
face00220,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00220.jpg,face,19,19,JPEG,RGB
face00221,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00221.jpg,face,19,19,JPEG,RGB
face00222,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00222.jpg,face,19,19,JPEG,RGB
face00223,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00223.jpg,face,19,19,JPEG,RGB
face00224,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00224.jpg,face,19,19,JPEG,RGB
face00225,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00225.jpg,face,19,19,JPEG,RGB
face00226,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00226.jpg,face,19,19,JPEG,RGB
face00227,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00227.jpg,face,19,19,JPEG,RGB
face00228,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00228.jpg,face,19,19,JPEG,RGB
face00229,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00229.jpg,face,19,19,JPEG,RGB
face00230,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00230.jpg,face,19,19,JPEG,RGB
face00231,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00231.jpg,face,19,19,JPEG,RGB
face00232,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00232.jpg,face,19,19,JPEG,RGB
face00233,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00233.jpg,face,19,19,JPEG,RGB
face00234,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00234.jpg,face,19,19,JPEG,RGB
face00235,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00235.jpg,face,19,19,JPEG,RGB
face00236,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00236.jpg,face,19,19,JPEG,RGB
face00237,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00237.jpg,face,19,19,JPEG,RGB
face00238,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00238.jpg,face,19,19,JPEG,RGB
face00239,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00239.jpg,face,19,19,JPEG,RGB
face00240,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00240.jpg,face,19,19,JPEG,RGB
face00241,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00241.jpg,face,19,19,JPEG,RGB
face00242,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00242.jpg,face,19,19,JPEG,RGB
face00243,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00243.jpg,face,19,19,JPEG,RGB
face00244,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00244.jpg,face,19,19,JPEG,RGB
